course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,language,rating,year_published
1070968,Ultimate Investment Banking Course,Pago,200,2147,23,51,All Levels,1.5,2017-01-18,Business Finance,English,3.6,2017
1113822,Complete GST Course & Certification - Grow Your CA Practice,Pago,75,2792,923,274,All Levels,39.0,2017-03-09,Business Finance,English,4.5,2017
1006314,Financial Modeling for Business Analysts and Consultants,Pago,45,2174,74,51,Intermediate Level,2.5,2016-12-19,Business Finance,English,4.2,2016
1210588,Beginner to Pro - Financial Analysis in Excel 2017,Pago,95,2451,11,36,All Levels,3.0,2017-05-30,Business Finance,English,4.5,2017
1011058,How To Maximize Your Profits Trading Options,Pago,200,1276,45,26,Intermediate Level,2.0,2016-12-13,Business Finance,English,4.8,2016
192870,Trading Penny Stocks: A Guide for All Levels In 2017,Pago,150,9221,138,25,All Levels,3.0,2014-05-02,Business Finance,English,4.23,2014
739964,Investing And Trading For Beginners: Mastering Price Charts,Pago,65,1540,178,26,Beginner Level,1.0,2016-02-21,Business Finance,English,4.5,2016
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",Pago,95,2917,148,23,All Levels,2.5,2015-01-30,Business Finance,English,4.8,2015
476268,Options Trading 3 : Advanced Stock Profit and Success Method,Pago,195,5172,34,38,Expert Level,2.5,2015-05-28,Business Finance,English,4.23,2015
1167710,The Only Investment Strategy You Need For Your Retirement,Pago,200,827,14,15,All Levels,1.0,2017-04-18,Business Finance,English,3.7,2017
592338,Forex Trading Secrets of the Pros With Amazon's AWS,Pago,200,4284,93,76,All Levels,5.0,2015-09-11,Business Finance,English,3.9,2015
975046,Trading Options With Money Flow,Pago,200,1380,42,17,All Levels,1.0,2016-10-18,Business Finance,English,4.23,2016
742602,Financial Management Risk and Return For Securities,Pago,30,3607,21,19,All Levels,1.5,2016-02-03,Business Finance,English,3.5,2016
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,Pago,195,4061,52,16,All Levels,2.0,2016-03-16,Business Finance,English,4.2,2016
1196544,Python Algo Trading: Sentiment Trading with News,Pago,200,294,19,42,All Levels,7.0,2017-04-28,Business Finance,English,4.23,2017
504036,Short Selling: Learn To Sell Stocks Before The Fall,Pago,75,2276,106,19,Intermediate Level,1.5,2015-06-22,Business Finance,English,4.5,2015
719698,Basic Technical Analysis: Learn the structure of the market,Pago,20,4919,79,16,Beginner Level,1.5,2016-01-08,Business Finance,English,4.23,2016
564966,The Complete Chart Pattern Trading Course: A Proven Approach,Pago,200,2666,115,52,All Levels,4.0,2015-08-10,Business Finance,English,3.8,2015
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Pago,50,5354,24,23,All Levels,1.5,2015-09-21,Business Finance,English,4.23,2015
58977,Financial Statements Made Easy,Pago,95,8095,249,12,Beginner Level,0.58,2013-06-09,Business Finance,Catalan,4.23,2013
1242604,Winning Forex Trading with Live Forex Trading Examples,Pago,200,809,3,25,All Levels,2.0,2017-06-06,Business Finance,English,4.23,2017
798740,Forex Traders - Create Your First Trading Robot. No Coding!,Pago,200,2295,84,39,All Levels,4.0,2016-05-02,Business Finance,English,4.4,2016
506568,Create A Business From Home Trading Stocks Today In 2017,Pago,75,10149,83,16,All Levels,2.0,2015-05-26,Business Finance,English,4.23,2015
1020760,Introduction to Accounting : Mastering Financial Statements,Pago,50,1916,38,23,Beginner Level,1.0,2016-12-05,Business Finance,English,4.5,2016
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Pago,45,2507,333,40,All Levels,2.0,2016-05-30,Business Finance,English,4.23,2016
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Pago,150,5786,518,50,All Levels,5.0,2015-01-31,Business Finance,English,4.5,2015
353044,Investing 101: The Complete Online Investing Course,Pago,200,5334,373,42,All Levels,4.5,2014-11-28,Business Finance,English,4.3,2014
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Pago,175,4005,237,25,Intermediate Level,2.0,2015-04-12,Business Finance,English,4.4,2015
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Pago,150,2877,103,81,All Levels,4.5,2016-04-26,Business Finance,English,4.23,2016
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Pago,140,1026,25,37,Beginner Level,3.0,2017-06-27,Business Finance,English,4.5,2017
1170894,Python Algo Stock Trading: Automate Your Trading!,Pago,95,1165,21,41,Beginner Level,2.5,2017-05-28,Business Finance,English,4.23,2017
948974,THE Forex Robot: Incredible ROI (Robot Included),Pago,200,1843,171,35,All Levels,1.5,2016-10-04,Business Finance,English,3.6,2016
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Pago,45,8797,449,80,All Levels,6.5,2015-01-09,Business Finance,English,4.5,2015
1217778,Mastering High Probability Iron Condor Options Trading,Pago,200,1030,11,22,All Levels,2.0,2017-06-01,Business Finance,English,4.3,2017
1246208,The Complete Short Course on Ethereum,Pago,200,1041,12,28,All Levels,1.5,2017-06-11,Business Finance,English,3.9,2017
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Pago,195,7884,118,68,Intermediate Level,10.0,2015-05-19,Business Finance,English,4.0,2015
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,Pago,195,16900,2476,52,Beginner Level,5.5,2014-12-12,Business Finance,English,4.5,2014
888716,"Introduction to Finance, Accounting, Modeling and Valuation",Pago,200,11441,1118,61,All Levels,4.5,2016-06-28,Business Finance,English,4.5,2016
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Pago,195,22257,2697,138,All Levels,7.5,2014-11-25,Business Finance,English,4.5,2014
965832,The Complete Investment Banking Course 2017,Pago,195,8575,809,110,All Levels,5.5,2016-10-10,Business Finance,English,4.5,2016
648826,The Complete Financial Analyst Course 2017,Pago,195,24481,2347,174,All Levels,10.0,2016-01-21,Business Finance,English,4.6,2016
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Pago,195,3811,278,103,All Levels,6.5,2017-03-30,Business Finance,English,4.5,2017
1154754,Financial Modeling for Startups & Small Businesses,Pago,195,4991,137,79,Beginner Level,11.5,2017-03-29,Business Finance,English,4.3,2017
627540,Options Trading - How to Win with Weekly Options,Pago,115,7489,1190,25,Intermediate Level,1.0,2015-10-22,Business Finance,English,4.4,2015
301442,Black Algo Trading: Build Your Trading Robot,Pago,200,20195,1113,227,All Levels,16.0,2014-10-27,Business Finance,English,4.7,2014
640100,Accounting & Financial Statement Analysis: Complete Training,Pago,150,10042,594,43,All Levels,3.0,2015-10-22,Business Finance,English,4.6,2015
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Pago,95,367,42,35,All Levels,5.0,2017-06-21,Business Finance,English,4.23,2017
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Pago,200,10603,872,42,All Levels,5.5,2014-10-12,Business Finance,English,4.4,2014
1214702,Three Steps Trading - Live Trading - Real Account,Pago,190,1197,11,46,All Levels,5.0,2017-05-24,Business Finance,English,3.7,2017
848664,Option Trading for Rookies:  Understand Options Completely,Pago,150,2893,65,62,All Levels,2.0,2016-08-10,Business Finance,English,4.7,2016
1142570,How I Learned Stock Trading (and How You Can Too),Pago,200,1580,12,53,Expert Level,2.0,2017-05-02,Business Finance,English,3.9,2017
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Pago,95,10605,71,77,All Levels,3.0,2014-10-24,Business Finance,English,4.5,2014
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Pago,125,2996,200,23,Intermediate Level,2.0,2015-03-09,Business Finance,English,4.6,2015
885974,Four Fundamentals of Financial Planning,Pago,30,6219,23,20,All Levels,1.0,2017-02-14,Business Finance,English,3.8,2017
1151092,Options Trading - Calendar Spread Course for Every Trader,Pago,200,1113,11,17,All Levels,1.5,2017-04-02,Business Finance,English,3.8,2017
358326,Dividend Investing: Build Your Portfolio for a Better Future,Pago,60,8314,83,47,Beginner Level,4.0,2015-01-24,Business Finance,English,4.23,2015
153210,Learn Accounting. Understand Business.,Pago,200,5572,123,33,Beginner Level,5.5,2014-03-27,Business Finance,English,4.5,2014
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Pago,145,1433,169,15,Intermediate Level,1.0,2016-05-09,Business Finance,English,3.9,2016
1171994,A Beginner's Guide to Quantopian Futures API,Pago,20,936,6,11,Intermediate Level,1.5,2017-04-11,Business Finance,English,4.23,2017
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Pago,200,658,2,19,All Levels,1.0,2017-06-02,Business Finance,English,4.9,2017
985922,Excel Crash Course: Master Excel for Financial Analysis,Pago,105,8121,689,40,All Levels,3.5,2016-10-18,Business Finance,English,4.6,2016
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",Pago,60,4187,600,79,Beginner Level,9.0,2016-02-29,Business Finance,English,4.5,2016
165964,Stock Trading Ninja: Complete System For Trading Success,Pago,155,9445,497,38,All Levels,4.5,2014-02-19,Business Finance,English,4.23,2014
855172,Hedge and Mutual Fund Careers: The Complete Guide,Pago,200,3255,340,102,All Levels,8.5,2016-06-20,Business Finance,English,4.6,2016
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Pago,185,7941,713,40,All Levels,6.5,2014-08-11,Business Finance,English,4.5,2014
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Pago,150,1680,158,76,All Levels,5.5,2016-11-26,Business Finance,English,4.6,2016
43319,Options Trading Basics (3-Course Bundle),Pago,180,10100,985,45,Beginner Level,11.0,2013-02-25,Business Finance,English,4.5,2013
408440,How to Win 97% of Your Options Trades,Pago,125,5050,461,26,All Levels,1.5,2015-02-10,Business Finance,English,4.4,2015
918688,How I Make Consistent Returns Trading Options,Pago,200,2310,162,26,All Levels,3.5,2016-10-05,Business Finance,English,4.7,2016
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Pago,185,5528,506,32,All Levels,3.0,2015-02-19,Business Finance,English,4.4,2015
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Pago,125,6451,237,28,All Levels,5.0,2014-04-16,Business Finance,English,4.23,2014
401784,Options Trading Introduction: Day Trade Stock Options,Pago,95,12394,218,30,Beginner Level,2.5,2015-02-20,Business Finance,English,3.9,2015
1122792,The Almost Perfect Options Trading Strategy System - Unique,Pago,200,1793,18,15,All Levels,1.0,2017-03-03,Business Finance,English,4.1,2017
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Pago,20,3223,240,23,All Levels,1.0,2016-03-30,Business Finance,English,4.2,2016
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Pago,60,16385,273,45,Beginner Level,3.0,2014-09-02,Business Finance,English,4.6,2014
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Pago,200,1487,16,18,All Levels,2.0,2017-03-08,Business Finance,English,4.6,2017
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Pago,200,2951,232,60,All Levels,4.0,2016-05-04,Business Finance,English,4.9,2016
551968,The Blueprint for Successful Stock Trading,Pago,120,2697,331,15,All Levels,1.0,2015-08-13,Business Finance,English,4.7,2015
1005658,Trading for Beginners - Intermediate Level,Pago,150,3979,40,39,Beginner Level,5.0,2016-11-09,Business Finance,English,3.8,2016
746432,Start Trading Stocks Using Technical Analysis!,Pago,25,3190,244,45,All Levels,4.0,2016-02-03,Business Finance,English,4.6,2016
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Pago,200,1406,71,54,Expert Level,1.5,2017-01-18,Business Finance,English,4.5,2017
284118,VPS for Forex Trading - Protect Your Forex Robots,Pago,160,4252,225,24,All Levels,2.0,2014-09-19,Business Finance,English,4.9,2014
302562,Introduction to Accounting: The Language of Business,Pago,20,11958,370,134,Beginner Level,11.5,2014-10-02,Business Finance,English,4.8,2014
596598,Basic Excel for Basic Bookkeeping and Accounting,Pago,95,7743,340,33,Beginner Level,1.5,2015-09-10,Business Finance,English,4.6,2015
860890,"Using 'The Greeks To Understand Options""",Pago,50,2134,55,5,All Levels,1.0,2016-07-13,Business Finance,English,4.1,2016
951050,Trading Options For Consistent Returns: Calendar Spreads,Pago,200,1214,69,20,All Levels,1.5,2016-10-07,Business Finance,English,4.3,2016
796450,How to Create Your Personal Budget,Pago,20,3870,53,10,All Levels,1.0,2016-03-21,Business Finance,English,4.23,2016
502772,The Complete Value Investing Course: A Proven Approach,Pago,200,2146,212,49,All Levels,4.5,2015-06-16,Business Finance,English,3.9,2015
1102462,FOREX Trading with Price Action,Pago,195,484,57,19,Beginner Level,1.0,2017-03-14,Business Finance,English,4.4,2017
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Pago,200,1057,15,14,All Levels,1.5,2017-01-11,Business Finance,English,3.7,2017
891484,Forex Trading - Advanced Fundamental Analysis,Pago,20,1754,100,49,Intermediate Level,2.5,2016-06-30,Business Finance,English,3.6,2016
1217064,How To Invest With Tiny Capital In Stocks ?,Pago,20,1239,5,6,Beginner Level,0.7,2017-05-23,Business Finance,English,3.4,2017
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Pago,95,2493,276,108,All Levels,9.5,2015-01-31,Business Finance,English,4.1,2015
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Pago,150,2602,402,57,Beginner Level,5.0,2015-10-28,Business Finance,English,4.7,2015
474928,Intermediate Options trading concepts for Stocks and Options,Pago,40,2000,30,9,All Levels,1.0,2015-04-13,Business Finance,English,4.5,2015
1148774,Options Trading 101: The Basics,Gratis,0,1514,66,11,Beginner Level,0.55,2017-03-23,Business Finance,English,4.5,2017
959144,Practical Accounts APP Overview,Pago,20,1361,1,14,Intermediate Level,3.0,2016-10-04,Business Finance,English,4.23,2016
1233350,Bitcoin Profits for Beginners,Pago,100,61,18,30,Beginner Level,1.5,2017-06-09,Business Finance,English,4.23,2017
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,Pago,75,1513,31,60,All Levels,5.5,2015-08-04,Business Finance,English,4.23,2015
724062,Financial Statements Basics,Pago,20,1374,19,9,Beginner Level,2.0,2016-01-14,Business Finance,English,3.8,2016
474212,High performance Stock Trading using key Options techniques,Pago,40,2103,15,6,All Levels,1.5,2015-04-12,Business Finance,English,4.7,2015
771276,Introduction to Financial Statement Analysis,Pago,20,1480,25,25,Beginner Level,1.5,2016-03-21,Business Finance,English,4.23,2016
388164,Basics of Economics (College Level),Pago,25,2516,12,20,All Levels,1.5,2015-01-08,Business Finance,English,4.6,2015
133536,Stock Market Investing for Beginners,Gratis,0,50855,2698,15,Beginner Level,1.5,2013-12-25,Business Finance,English,4.4,2013
655300,Accounting for Beginners : Learn Basics in under 1 Hour,Pago,50,1971,13,20,Beginner Level,1.5,2015-12-03,Business Finance,English,3.4,2015
949504,Straddle Options Trading - Profit in Any Market Direction,Pago,200,837,9,19,All Levels,1.0,2016-10-03,Business Finance,English,4.1,2016
265960,Fundamentals of Forex Trading,Gratis,0,17160,620,23,All Levels,1.0,2014-08-29,Business Finance,English,4.23,2014
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Pago,195,1723,38,24,Beginner Level,1.0,2015-12-14,Business Finance,English,3.8,2015
923616,Website Investing 101 - Buying & Selling Online Businesses,Gratis,0,6811,151,51,All Levels,2.0,2016-08-05,Business Finance,German,4.23,2016
741898,Practical Accounts & Bookkeeping Automated Overview ,Pago,20,2060,17,30,All Levels,4.5,2016-01-28,Business Finance,English,4.23,2016
381330,Live Account - ETF Trading System - Hacking The Stock Market,Pago,150,2318,19,16,All Levels,5.0,2014-12-31,Business Finance,English,4.4,2014
545918,Stock Market Leverage: How to Start Trading Options Wisely,Pago,95,2153,14,13,Beginner Level,1.5,2015-07-27,Business Finance,English,3.7,2015
191854,Stock Market Foundations,Gratis,0,19339,794,9,Beginner Level,2.0,2014-03-31,Business Finance,English,4.6,2014
471546,Crash Course on Working Capital Management,Pago,20,3177,8,8,All Levels,1.0,2015-04-16,Business Finance,English,4.23,2015
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Pago,150,1535,16,462,All Levels,62.0,2016-06-03,Business Finance,English,4.3,2016
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Pago,20,1027,29,25,All Levels,1.5,2016-07-18,Business Finance,English,4.0,2016
1191504,How to create a routine Trading,Pago,25,307,8,5,All Levels,0.13,2017-05-01,Business Finance,English,4.23,2017
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",Pago,150,2096,48,29,All Levels,0.68,2015-08-24,Business Finance,English,4.23,2015
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Pago,50,1315,48,59,Beginner Level,2.5,2015-11-18,Business Finance,English,4.2,2015
151668,Introduction to Financial Modeling,Gratis,0,29167,1463,8,Intermediate Level,1.5,2014-05-27,Business Finance,English,4.1,2014
1105344,Quantitative Aptitude for Banking & Competitive Examinations,Pago,50,1056,1,42,All Levels,3.0,2017-02-09,Business Finance,English,4.23,2017
44836,Option Spreads and Credit Spreads Bundle,Pago,180,2212,194,24,Expert Level,4.5,2013-03-05,Business Finance,English,4.4,2013
840300,B Com Accountancy I (Paper ECO 02 IGNOU),Pago,50,2946,6,284,All Levels,31.5,2016-05-05,Business Finance,English,4.23,2016
1100054,FOREX TRADING - Learn in a quick + profitable way + support,Pago,100,271,48,47,All Levels,3.5,2017-02-20,Business Finance,English,4.1,2017
421054,Auditing Basics (Professional Course Level),Pago,25,3771,10,35,All Levels,2.5,2015-02-13,Business Finance,English,4.6,2015
528784,Stock market Investing Encyclopedia: How to invest in stocks,Pago,200,3143,11,39,Intermediate Level,3.0,2015-11-10,Business Finance,English,4.7,2015
637430,Learn the basics of preparing accounting statements,Pago,20,1951,30,20,Intermediate Level,0.55,2015-10-13,Business Finance,English,4.4,2015
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,Pago,90,4022,35,14,Expert Level,1.0,2016-12-15,Business Finance,English,4.23,2016
777444,Corporate Finance - A Brief Introduction,Gratis,0,11724,649,17,Beginner Level,1.5,2016-03-04,Business Finance,English,4.2,2016
474238,Excel functions to analyze and visualize data,Pago,20,2283,54,16,Intermediate Level,2.0,2015-04-20,Business Finance,English,4.6,2015
1245244,Building Financial Statements in Excel,Pago,35,1181,1,18,Beginner Level,1.0,2017-06-29,Business Finance,English,4.1,2017
1051570,Transfer Pricing A Complete Analysis,Pago,50,1852,3,14,All Levels,2.5,2016-12-28,Business Finance,English,4.23,2016
262370,Accounting: Get Hired Without Work Experience,Pago,100,4661,187,20,All Levels,1.0,2014-09-01,Business Finance,English,3.8,2014
1188178,Forex Trading for Beginners - Basics,Pago,50,989,9,11,All Levels,1.0,2017-04-24,Business Finance,English,4.23,2017
824592,Basic Bookkeeping Hacks,Pago,20,5841,16,28,All Levels,1.5,2016-06-14,Business Finance,English,3.9,2016
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),Pago,200,1087,14,61,All Levels,9.5,2017-03-23,Business Finance,English,4.23,2017
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",Pago,200,611,4,26,Beginner Level,1.0,2017-06-07,Business Finance,English,4.23,2017
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",Pago,60,1922,149,15,All Levels,20.0,2016-01-21,Business Finance,English,4.6,2016
252396,How to Pick The Right Penny Stocks To Invest In 2017,Pago,150,9015,65,23,All Levels,2.5,2014-07-01,Business Finance,English,3.5,2014
1198166,Top 10 Trading Ideas in the Equities Market,Pago,20,661,4,12,All Levels,1.0,2017-05-02,Business Finance,English,4.23,2017
920604,Intro to Financial Modeling,Pago,105,1077,110,55,Beginner Level,6.0,2016-08-19,Business Finance,English,4.6,2016
215728,Shark Accounting - Building a Business by the Numbers!,Pago,20,6050,140,17,Beginner Level,1.5,2014-05-18,Business Finance,English,4.6,2014
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Pago,150,3523,46,45,All Levels,4.0,2016-01-10,Business Finance,English,4.7,2016
48841,Accounting in 60 Minutes - A Brief Introduction,Gratis,0,56659,4397,16,Beginner Level,1.5,2013-04-07,Business Finance,English,4.6,2013
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Pago,100,1444,101,59,Beginner Level,5.0,2016-07-25,Business Finance,English,4.3,2016
317030,Learn how to double your Forex Trading Account in one trade,Pago,60,2900,424,36,Intermediate Level,2.5,2014-10-19,Business Finance,English,4.3,2014
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",Pago,200,1437,96,34,Beginner Level,2.5,2016-08-08,Business Finance,English,4.7,2016
1070886,Python Algo Trading: FX Trading with Oanda,Pago,200,453,42,33,Intermediate Level,3.0,2017-03-14,Business Finance,English,4.23,2017
812616,Save on Your Taxes,Pago,20,2437,12,23,All Levels,1.5,2016-11-16,Business Finance,English,3.7,2016
407984,Financial Model Basics: Build a model from start to finish,Pago,30,5057,142,13,Beginner Level,1.0,2015-02-06,Business Finance,English,3.8,2015
214046,Option Trading for Rookies: The Covered Call Option Strategy,Pago,95,6092,25,29,Beginner Level,1.5,2016-11-03,Business Finance,English,4.23,2016
512400,EFT for Stock Options Trading Success & Making Better Trades,Pago,95,4530,13,31,All Levels,1.5,2015-08-06,Business Finance,English,4.2,2015
377370,Learn to Trade the Stock Market without Blowing Your Profits,Pago,60,6967,16,34,All Levels,1.0,2017-05-02,Business Finance,English,4.23,2017
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,Pago,20,727,11,25,Beginner Level,3.0,2017-04-26,Business Finance,English,3.8,2017
945750,Fundamentals of Accounting,Pago,20,1560,43,25,All Levels,3.0,2016-08-31,Business Finance,English,4.9,2016
1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",Pago,200,1047,9,46,All Levels,3.5,2017-01-26,Business Finance,English,4.23,2017
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,Pago,125,1045,2,17,Intermediate Level,1.0,2017-04-24,Business Finance,English,4.23,2017
402836,Accounting 101: How to read an Accounting Balance Sheet,Pago,200,3050,86,22,Beginner Level,2.0,2015-01-27,Business Finance,English,4.5,2015
588764,Stock Options Day Trading Mindset for Success,Pago,200,2988,21,43,All Levels,4.5,2015-09-29,Business Finance,English,3.8,2015
576946,Introduction to bookkeeping and Accounting,Pago,35,2623,158,20,Beginner Level,1.0,2015-08-21,Business Finance,English,4.5,2015
543242,Learn to Trade The News,Pago,200,1924,351,544,All Levels,46.5,2015-07-16,Business Finance,English,4.6,2015
502240,"Value Investing, Taught by Six Superinvestors",Pago,200,3804,267,66,All Levels,5.0,2015-06-19,Business Finance,English,3.5,2015
598266,Trading for everyone - The Independent Investor Course I,Pago,120,4133,15,36,Beginner Level,4.0,2015-10-08,Business Finance,English,3.7,2015
814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,Pago,195,1420,70,29,All Levels,2.5,2016-04-28,Business Finance,English,4.6,2016
1076920,Stock Market investment: Practical Accounting,Pago,125,1120,6,43,Beginner Level,3.0,2017-01-23,Business Finance,English,3.8,2017
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",Pago,200,668,12,22,All Levels,1.0,2017-02-07,Business Finance,English,4.8,2017
441112,Accounting Basics in 66 Minutes (absolutely for beginners),Pago,25,4086,31,14,All Levels,1.5,2015-03-08,Business Finance,English,4.23,2015
1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",Pago,200,1033,10,29,All Levels,2.0,2017-01-11,Business Finance,English,4.4,2017
1028030,Analysis of Company Financial Statements,Pago,20,832,34,34,All Levels,1.5,2016-12-07,Business Finance,English,3.9,2016
1018380,Forex Trading Like Banks – Step by Step with Live Examples,Pago,195,677,45,40,All Levels,4.5,2016-12-18,Business Finance,English,4.4,2016
575676,Fundamentals of Investing!,Pago,20,3125,54,13,Beginner Level,2.0,2015-08-09,Business Finance,English,4.5,2015
1105216,Bank Financial Management A Comprehensive Study,Pago,50,1081,6,21,All Levels,1.5,2017-02-10,Business Finance,English,4.23,2017
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,Pago,200,1645,25,42,All Levels,2.0,2016-09-07,Business Finance,English,4.23,2016
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",Pago,120,3348,352,13,All Levels,3.0,2013-02-25,Business Finance,English,4.2,2013
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,Pago,200,939,7,19,All Levels,1.5,2017-02-10,Business Finance,English,3.9,2017
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,Pago,200,2115,59,88,All Levels,5.5,2015-11-13,Business Finance,English,4.0,2015
625568,Charting for Beginners 101: Technical Analysis Demystified,Pago,45,2230,102,10,All Levels,1.5,2015-10-09,Business Finance,English,4.6,2015
297742,Build a DCF Valuation Model,Pago,50,2053,234,44,All Levels,5.5,2014-10-01,Business Finance,English,4.5,2014
24877,Introductory Financial Accounting,Pago,80,1793,265,54,Beginner Level,10.0,2012-10-03,Business Finance,English,4.9,2012
1188742,Introduction to Cryptocurrencies and Blockchain,Gratis,0,3775,138,11,Beginner Level,2.0,2017-05-01,Business Finance,English,4.2,2017
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,Pago,200,521,67,24,All Levels,3.0,2016-02-24,Business Finance,English,3.8,2016
415802,Accounting Standards Basics (Professional Course Level),Pago,20,2222,9,12,All Levels,0.7,2015-02-07,Business Finance,English,4.23,2015
323950,Use the Magic Multiple Moving Average Forex Trading system,Pago,50,1097,252,10,Intermediate Level,1.0,2014-11-08,Business Finance,English,4.1,2014
488818,QuickBooks 2015 Training for Newbies,Pago,200,2506,21,76,Beginner Level,6.0,2015-05-11,Business Finance,English,3.9,2015
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,Pago,120,975,23,23,Intermediate Level,1.0,2015-09-30,Business Finance,English,4.0,2015
638980,Option Trading: How to Adjust Delta-Neutral Strangles!,Pago,145,1398,15,26,All Levels,1.5,2015-10-19,Business Finance,English,3.2,2015
599684,Profitable binary option trading strategy,Pago,195,1096,24,24,All Levels,1.5,2015-10-29,Business Finance,English,4.23,2015
332848,Tax Strategy: Financial Planning for Beginners,Pago,200,1703,59,25,All Levels,2.0,2014-11-04,Business Finance,English,4.3,2014
354324,Accounting 2 Simplified for You,Pago,45,1446,23,27,Beginner Level,5.0,2014-12-09,Business Finance,English,4.8,2014
379682,Project Funding Modelling (for Professionals),Pago,20,2736,3,8,All Levels,1.5,2014-12-29,Business Finance,English,4.23,2014
319020,Investing: How I Consistently Beat The Stock Market,Pago,200,2000,31,34,All Levels,4.5,2014-12-11,Business Finance,English,4.1,2014
713258,Bookkeeping Basics:  Understand the Fundamentals,Pago,75,853,45,48,Beginner Level,4.5,2016-11-06,Business Finance,English,4.7,2016
537884,Leasing - A Comprehensive Study (Professional Course Level),Pago,20,3094,2,22,All Levels,3.5,2015-07-17,Business Finance,English,4.23,2015
919906,Trading Options For Consistent Returns: Options Basics,Gratis,0,4077,281,20,Beginner Level,1.5,2016-08-18,Business Finance,English,4.6,2016
46010,TechniTrader Leading Hybrid Indicator Trading,Pago,20,4117,54,5,Intermediate Level,1.0,2013-04-04,Business Finance,English,4.3,2013
777932,Financial modeling: Build a DCF equity valuation model,Pago,20,1369,17,31,All Levels,1.5,2016-03-06,Business Finance,English,4.23,2016
773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),Pago,150,1224,42,14,All Levels,0.55,2016-03-23,Business Finance,English,4.23,2016
221306,Accounting Is Easy (for Beginners),Pago,20,3870,12,90,All Levels,9.0,2014-05-20,Business Finance,English,4.23,2014
830994,Non Directional Weekly Options Trading System - ETF & Emini,Pago,200,897,22,21,All Levels,2.0,2016-05-24,Business Finance,English,4.5,2016
723510,The Complete Position Trading Course: Position Trading Stock,Pago,45,1311,36,5,All Levels,1.0,2016-01-15,Business Finance,English,4.23,2016
